title,top genre,year released,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top year
You & Me,pop,2017.0,84.0,64.0,45.0,-8.0,19.0,61.0,218.0,4.0,28.0,69.0,2016.0
Alone,brostep,2016.0,142.0,95.0,63.0,-4.0,11.0,42.0,274.0,2.0,3.0,76.0,2016.0
In the Name of Love,dance pop,2016.0,134.0,52.0,50.0,-6.0,45.0,17.0,196.0,11.0,4.0,81.0,2016.0
NO,dance pop,2017.0,92.0,80.0,56.0,-4.0,74.0,66.0,214.0,1.0,21.0,75.0,2016.0
The Ocean (feat. Shy Martin),dance pop,2016.0,90.0,57.0,63.0,-6.0,10.0,19.0,183.0,2.0,3.0,75.0,2016.0
I Took A Pill In Ibiza - Seeb Remix,dance pop,2016.0,102.0,71.0,66.0,-7.0,8.0,71.0,198.0,4.0,11.0,81.0,2016.0
Final Song,art pop,2016.0,105.0,67.0,70.0,-6.0,8.0,25.0,236.0,1.0,3.0,70.0,2016.0
This Town,dance pop,2016.0,112.0,41.0,68.0,-8.0,12.0,20.0,233.0,70.0,3.0,64.0,2016.0
Close,dance pop,2016.0,124.0,62.0,65.0,-5.0,14.0,40.0,234.0,25.0,8.0,74.0,2016.0
History,alt z,2016.0,101.0,63.0,77.0,-7.0,12.0,54.0,204.0,10.0,5.0,64.0,2016.0
Wherever I Go,dance pop,2016.0,100.0,68.0,54.0,-6.0,24.0,35.0,170.0,10.0,4.0,68.0,2016.0
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",dance pop,2016.0,163.0,70.0,63.0,-6.0,11.0,52.0,215.0,1.0,15.0,73.0,2016.0
Not Nice,pop,2016.0,128.0,50.0,60.0,-9.0,12.0,73.0,203.0,3.0,8.0,67.0,2016.0
Needed Me,barbadian pop,2016.0,111.0,31.0,67.0,-8.0,8.0,30.0,192.0,11.0,24.0,84.0,2016.0
Work,barbadian pop,2016.0,92.0,53.0,73.0,-6.0,9.0,56.0,219.0,8.0,9.0,80.0,2016.0
Lost Boy,alt z,2015.0,124.0,6.0,71.0,-15.0,9.0,35.0,275.0,97.0,5.0,77.0,2016.0
Treat You Better,canadian pop,2017.0,83.0,82.0,44.0,-4.0,11.0,75.0,188.0,11.0,34.0,86.0,2016.0
I Know What You Did Last Summer,canadian pop,2015.0,114.0,76.0,69.0,-5.0,15.0,74.0,224.0,10.0,9.0,77.0,2016.0
The Greatest (feat. Kendrick Lamar),australian dance,2016.0,192.0,73.0,67.0,-6.0,6.0,73.0,210.0,1.0,27.0,73.0,2016.0
Cheap Thrills (feat. Sean Paul),australian dance,2016.0,90.0,80.0,59.0,-5.0,8.0,73.0,225.0,6.0,22.0,73.0,2016.0
Sweet Lovin' - Radio Edit,dance pop,2018.0,125.0,85.0,68.0,-3.0,34.0,71.0,202.0,21.0,7.0,69.0,2016.0
Just Hold On,dance pop,2018.0,115.0,93.0,65.0,-4.0,6.0,39.0,199.0,0.0,8.0,61.0,2016.0
Somebody Else,modern alternative rock,2016.0,101.0,79.0,61.0,-6.0,15.0,47.0,348.0,20.0,6.0,76.0,2016.0
The Sound,modern alternative rock,2016.0,121.0,94.0,65.0,-5.0,45.0,55.0,249.0,9.0,8.0,63.0,2016.0
Don't Let Me Down,dance pop,2016.0,160.0,87.0,53.0,-5.0,14.0,42.0,208.0,16.0,17.0,83.0,2016.0
Roses,dance pop,2015.0,100.0,80.0,71.0,-7.0,31.0,34.0,227.0,4.0,6.0,78.0,2016.0
Ophelia,folk-pop,2016.0,76.0,57.0,66.0,-7.0,9.0,57.0,160.0,61.0,3.0,79.0,2016.0
Starboy,canadian contemporary r&b,2016.0,186.0,59.0,68.0,-7.0,14.0,49.0,230.0,14.0,28.0,88.0,2016.0
Once In a While,dance pop,2016.0,105.0,69.0,79.0,-6.0,62.0,35.0,215.0,1.0,14.0,65.0,2016.0
Girls Like (feat. Zara Larsson),dance pop,2016.0,120.0,80.0,92.0,-3.0,8.0,54.0,196.0,37.0,5.0,67.0,2016.0
Cool Girl,art pop,2016.0,102.0,69.0,67.0,-7.0,8.0,20.0,199.0,31.0,11.0,69.0,2016.0
Never Forget You,dance pop,2017.0,146.0,73.0,58.0,-6.0,27.0,28.0,213.0,0.0,5.0,78.0,2016.0
PILLOWTALK,dance pop,2016.0,125.0,70.0,58.0,-4.0,9.0,44.0,203.0,12.0,5.0,82.0,2016.0
It's A Vibe,atl hip hop,2017.0,73.0,50.0,82.0,-7.0,11.0,53.0,210.0,3.0,15.0,77.0,2017.0
Bank Account,atl hip hop,2017.0,75.0,35.0,88.0,-8.0,9.0,38.0,220.0,2.0,35.0,82.0,2017.0
Drowning (feat. Kodak Black),melodic rap,2017.0,129.0,81.0,84.0,-5.0,12.0,81.0,209.0,50.0,6.0,79.0,2017.0
Plain Jane,gangster rap,2017.0,170.0,84.0,80.0,-5.0,9.0,52.0,174.0,7.0,28.0,79.0,2017.0
Weak,modern rock,2017.0,124.0,64.0,67.0,-5.0,19.0,70.0,201.0,12.0,5.0,71.0,2017.0
Caroline,hip hop,2017.0,120.0,34.0,94.0,-10.0,26.0,71.0,210.0,17.0,51.0,80.0,2017.0
More Than You Know,dance pop,2017.0,123.0,74.0,65.0,-5.0,31.0,57.0,203.0,3.0,3.0,83.0,2017.0
Rolex,social media pop,2017.0,145.0,89.0,80.0,-3.0,27.0,79.0,239.0,8.0,4.0,73.0,2017.0
Bounce Back,detroit hip hop,2017.0,82.0,57.0,78.0,-6.0,13.0,27.0,222.0,11.0,14.0,76.0,2017.0
Man's Not Hot,london rap,2017.0,135.0,88.0,91.0,-4.0,11.0,59.0,186.0,11.0,24.0,67.0,2017.0
Bored,art pop,2017.0,120.0,32.0,61.0,-13.0,8.0,11.0,181.0,90.0,5.0,88.0,2017.0
do re mi,electropop,2017.0,111.0,59.0,75.0,-6.0,12.0,17.0,212.0,1.0,5.0,77.0,2017.0
That's What I Like,dance pop,2016.0,134.0,56.0,85.0,-5.0,9.0,86.0,207.0,1.0,4.0,86.0,2017.0
24K Magic,dance pop,2016.0,107.0,80.0,82.0,-4.0,15.0,63.0,226.0,3.0,8.0,82.0,2017.0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",dance pop,2017.0,101.0,75.0,89.0,-3.0,9.0,87.0,223.0,6.0,6.0,81.0,2017.0
Slide (feat. Frank Ocean & Migos),dance pop,2017.0,104.0,80.0,74.0,-3.0,25.0,51.0,231.0,50.0,5.0,77.0,2017.0
Havana (feat. Young Thug),dance pop,2018.0,105.0,52.0,77.0,-4.0,13.0,39.0,217.0,18.0,3.0,84.0,2017.0
Bodak Yellow,dance pop,2018.0,125.0,70.0,93.0,-6.0,23.0,49.0,224.0,7.0,10.0,77.0,2017.0
No Promises (feat. Demi Lovato),dance pop,2017.0,113.0,62.0,74.0,-7.0,11.0,58.0,223.0,6.0,16.0,66.0,2017.0
Redbone,atl hip hop,2016.0,160.0,34.0,74.0,-11.0,10.0,58.0,327.0,17.0,12.0,87.0,2017.0
Rockabye (feat. Sean Paul & Anne-Marie),dance pop,2016.0,102.0,76.0,72.0,-4.0,18.0,74.0,251.0,41.0,5.0,80.0,2017.0
Sorry Not Sorry,dance pop,2017.0,144.0,64.0,71.0,-7.0,26.0,89.0,204.0,2.0,23.0,81.0,2017.0
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",dance pop,2017.0,81.0,67.0,60.0,-4.0,13.0,82.0,289.0,5.0,4.0,70.0,2017.0
Wild Thoughts (feat. Rihanna & Bryson Tiller),dance pop,2017.0,98.0,68.0,61.0,-3.0,13.0,62.0,205.0,3.0,8.0,70.0,2017.0
Passionfruit,canadian hip hop,2017.0,112.0,46.0,81.0,-11.0,11.0,36.0,299.0,26.0,4.0,86.0,2017.0
Fake Love,canadian hip hop,2017.0,134.0,48.0,93.0,-9.0,18.0,61.0,211.0,11.0,29.0,78.0,2017.0
Shape of You,pop,2017.0,96.0,65.0,83.0,-3.0,9.0,93.0,234.0,58.0,8.0,89.0,2017.0
Sit Next to Me,indietronica,2017.0,97.0,74.0,64.0,-5.0,69.0,66.0,243.0,12.0,3.0,75.0,2017.0
Unforgettable,gangster rap,2017.0,98.0,77.0,73.0,-5.0,10.0,73.0,234.0,3.0,12.0,86.0,2017.0
Mask Off,atl hip hop,2017.0,150.0,43.0,83.0,-9.0,17.0,28.0,205.0,1.0,43.0,84.0,2017.0
Him & I (with Halsey),indie pop rap,2017.0,88.0,73.0,59.0,-6.0,31.0,19.0,269.0,5.0,9.0,80.0,2017.0
No Limit,indie pop rap,2017.0,176.0,77.0,84.0,-4.0,9.0,41.0,245.0,1.0,24.0,76.0,2017.0
Most Girls,dance pop,2017.0,103.0,57.0,76.0,-7.0,9.0,42.0,204.0,5.0,8.0,77.0,2017.0
Now Or Never,dance pop,2017.0,110.0,59.0,67.0,-5.0,13.0,45.0,215.0,11.0,4.0,71.0,2017.0
NUMB,aussietronica,2019.0,148.0,56.0,62.0,-7.0,9.0,40.0,217.0,18.0,4.0,64.0,2017.0
Believer,modern rock,2017.0,125.0,78.0,78.0,-4.0,8.0,67.0,204.0,6.0,13.0,91.0,2017.0
Thunder,modern rock,2017.0,168.0,82.0,61.0,-5.0,15.0,29.0,187.0,1.0,4.0,87.0,2017.0
Whatever It Takes,modern rock,2017.0,135.0,66.0,67.0,-5.0,12.0,56.0,201.0,4.0,3.0,84.0,2017.0
HUMBLE.,conscious hip hop,2017.0,150.0,62.0,91.0,-7.0,10.0,42.0,177.0,0.0,10.0,87.0,2017.0
LOVE. FEAT. ZACARI.,conscious hip hop,2017.0,126.0,59.0,80.0,-7.0,15.0,78.0,213.0,26.0,9.0,85.0,2017.0
DNA.,conscious hip hop,2017.0,140.0,52.0,64.0,-7.0,8.0,42.0,186.0,0.0,36.0,83.0,2017.0
ELEMENT.,conscious hip hop,2017.0,190.0,71.0,75.0,-5.0,25.0,48.0,209.0,20.0,49.0,76.0,2017.0
Young Dumb & Broke,pop,2017.0,137.0,54.0,80.0,-6.0,17.0,39.0,203.0,20.0,4.0,84.0,2017.0
Location,pop,2017.0,80.0,45.0,74.0,-11.0,9.0,33.0,219.0,33.0,43.0,83.0,2017.0
Tunnel Vision,florida rap,2017.0,172.0,49.0,50.0,-8.0,12.0,23.0,268.0,6.0,29.0,78.0,2017.0
iSpy (feat. Lil Yachty),pop,2016.0,75.0,65.0,75.0,-7.0,23.0,67.0,253.0,38.0,29.0,76.0,2017.0
Lust For Life (with The Weeknd),art pop,2017.0,100.0,66.0,50.0,-9.0,36.0,26.0,264.0,60.0,5.0,73.0,2017.0
Strip That Down (feat. Quavo),dance pop,2019.0,106.0,50.0,87.0,-5.0,8.0,55.0,202.0,20.0,5.0,75.0,2017.0
Save That Shit,emo rap,2017.0,106.0,58.0,53.0,-9.0,42.0,14.0,232.0,3.0,3.0,82.0,2017.0
Gucci Gang,emo rap,2017.0,120.0,52.0,94.0,-7.0,12.0,70.0,124.0,24.0,6.0,69.0,2017.0
XO Tour Llif3,melodic rap,2017.0,155.0,75.0,73.0,-6.0,11.0,40.0,183.0,0.0,23.0,86.0,2017.0
Touch (feat. Kid Ink),dance pop,2016.0,102.0,75.0,64.0,-4.0,49.0,55.0,203.0,4.0,11.0,59.0,2017.0
1-800-273-8255,conscious hip hop,2017.0,100.0,57.0,62.0,-8.0,19.0,36.0,250.0,57.0,5.0,82.0,2017.0
Liability,art pop,2017.0,76.0,23.0,59.0,-11.0,10.0,38.0,172.0,92.0,13.0,79.0,2017.0
Green Light,art pop,2017.0,129.0,72.0,59.0,-8.0,9.0,25.0,235.0,2.0,10.0,78.0,2017.0
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",art pop,2017.0,107.0,55.0,78.0,-5.0,13.0,18.0,214.0,23.0,8.0,71.0,2017.0
broken,indie poptimism,2018.0,123.0,73.0,67.0,-6.0,4.0,51.0,205.0,0.0,4.0,76.0,2017.0
Despacito,latin,2019.0,178.0,80.0,66.0,-5.0,7.0,84.0,229.0,20.0,15.0,83.0,2017.0
Bad Things (with Camila Cabello),ohio hip hop,2017.0,138.0,69.0,70.0,-5.0,19.0,31.0,239.0,21.0,15.0,76.0,2017.0
Glorious (feat. Skylar Grey),pop rap,2017.0,140.0,79.0,73.0,-5.0,11.0,36.0,220.0,3.0,5.0,78.0,2017.0
Cold (feat. Future),pop,2018.0,100.0,72.0,69.0,-6.0,5.0,41.0,234.0,14.0,11.0,68.0,2017.0
Don't Wanna Know (feat. Kendrick Lamar),pop,2018.0,100.0,61.0,78.0,-6.0,10.0,42.0,214.0,34.0,7.0,66.0,2017.0
Little Dark Age,alternative dance,2018.0,98.0,71.0,71.0,-6.0,10.0,62.0,300.0,1.0,4.0,85.0,2017.0
Bad and Boujee (feat. Lil Uzi Vert),atl hip hop,2017.0,127.0,67.0,93.0,-5.0,12.0,17.0,343.0,6.0,24.0,78.0,2017.0
Slippery (feat. Gucci Mane),atl hip hop,2017.0,142.0,68.0,92.0,-6.0,10.0,75.0,304.0,31.0,26.0,74.0,2017.0
T-Shirt,atl hip hop,2017.0,139.0,69.0,87.0,-4.0,16.0,49.0,242.0,24.0,22.0,71.0,2017.0
Sky Walker (feat. Travis Scott),dance pop,2017.0,146.0,51.0,67.0,-11.0,9.0,18.0,259.0,17.0,4.0,78.0,2017.0
Malibu,dance pop,2017.0,140.0,78.0,57.0,-6.0,8.0,34.0,232.0,8.0,6.0,77.0,2017.0
Nights With You,art pop,2017.0,120.0,67.0,76.0,-4.0,38.0,60.0,197.0,40.0,10.0,61.0,2017.0
Slow Hands,dance pop,2017.0,86.0,43.0,74.0,-7.0,6.0,85.0,188.0,1.0,5.0,79.0,2017.0
Magnolia,atl hip hop,2017.0,163.0,58.0,79.0,-7.0,35.0,44.0,182.0,1.0,29.0,82.0,2017.0
Chameleon,alternative dance,2017.0,120.0,93.0,72.0,-3.0,30.0,20.0,198.0,0.0,4.0,48.0,2017.0
Feel It Still,indie rock,2017.0,79.0,80.0,80.0,-5.0,7.0,75.0,163.0,4.0,5.0,81.0,2017.0
Congratulations,dfw rap,2016.0,123.0,80.0,63.0,-4.0,25.0,49.0,220.0,22.0,4.0,85.0,2017.0
I Fall Apart,dfw rap,2016.0,144.0,54.0,56.0,-5.0,20.0,29.0,223.0,7.0,4.0,83.0,2017.0
Swang,hip hop,2016.0,140.0,31.0,68.0,-9.0,10.0,17.0,208.0,20.0,6.0,80.0,2017.0
Black Beatles,hip hop,2016.0,146.0,63.0,79.0,-6.0,13.0,36.0,292.0,14.0,6.0,80.0,2017.0
Losin Control,hawaiian hip hop,2017.0,97.0,25.0,76.0,-7.0,10.0,21.0,238.0,52.0,14.0,79.0,2017.0
Too Good At Goodbyes,dance pop,2017.0,92.0,37.0,68.0,-8.0,17.0,48.0,201.0,64.0,4.0,77.0,2017.0
No Lie,dance pop,2018.0,102.0,88.0,74.0,-3.0,21.0,46.0,221.0,5.0,12.0,89.0,2017.0
Fetish (feat. Gucci Mane),dance pop,2017.0,123.0,62.0,71.0,-4.0,6.0,27.0,186.0,2.0,6.0,74.0,2017.0
Broccoli,alternative r&b,2016.0,146.0,53.0,89.0,-7.0,6.0,71.0,225.0,24.0,13.0,64.0,2017.0
Don't Leave,edm,2017.0,122.0,70.0,66.0,-3.0,26.0,34.0,215.0,22.0,8.0,68.0,2017.0
Love Galore (feat. Travis Scott),pop,2017.0,135.0,59.0,80.0,-6.0,16.0,41.0,275.0,11.0,7.0,81.0,2017.0
Look What You Made Me Do,pop,2017.0,128.0,71.0,77.0,-6.0,13.0,51.0,212.0,20.0,12.0,81.0,2017.0
...Ready For It?,pop,2017.0,160.0,76.0,61.0,-7.0,20.0,42.0,208.0,5.0,14.0,78.0,2017.0
Something Just Like This,dance pop,2017.0,103.0,64.0,62.0,-7.0,16.0,45.0,247.0,5.0,3.0,87.0,2017.0
Paris,dance pop,2017.0,100.0,66.0,65.0,-6.0,9.0,22.0,222.0,2.0,3.0,77.0,2017.0
All Night,boy band,2017.0,145.0,80.0,54.0,-5.0,33.0,51.0,198.0,0.0,4.0,78.0,2017.0
Middle Of The Night,boy band,2017.0,130.0,75.0,59.0,-4.0,8.0,40.0,175.0,0.0,6.0,65.0,2017.0
I Feel It Coming,canadian contemporary r&b,2016.0,93.0,82.0,77.0,-6.0,7.0,59.0,269.0,43.0,12.0,82.0,2017.0
goosebumps,hip hop,2016.0,130.0,73.0,84.0,-3.0,15.0,43.0,244.0,8.0,5.0,88.0,2017.0
BUTTERFLY EFFECT,hip hop,2018.0,141.0,63.0,76.0,-6.0,11.0,19.0,191.0,5.0,5.0,81.0,2017.0
Jocelyn Flores,emo rap,2017.0,134.0,39.0,87.0,-9.0,30.0,44.0,119.0,47.0,24.0,89.0,2017.0
Rake It Up (feat. Nicki Minaj),dirty south rap,2017.0,150.0,44.0,91.0,-8.0,14.0,53.0,276.0,2.0,34.0,73.0,2017.0
I Would Like,dance pop,2017.0,121.0,71.0,49.0,-4.0,8.0,30.0,227.0,9.0,5.0,62.0,2017.0
Juju on That Beat (TZ Anthem),hip hop,2016.0,161.0,89.0,81.0,-4.0,39.0,78.0,144.0,0.0,28.0,62.0,2017.0
Stay,complextro,2017.0,102.0,62.0,69.0,-5.0,12.0,54.0,210.0,25.0,6.0,80.0,2017.0
Youngblood,boy band,2018.0,120.0,85.0,60.0,-5.0,12.0,15.0,203.0,2.0,46.0,74.0,2018.0
FEFE,emo rap,2018.0,126.0,39.0,93.0,-9.0,14.0,38.0,179.0,9.0,41.0,75.0,2018.0
GUMMO,emo rap,2018.0,157.0,78.0,66.0,-5.0,13.0,64.0,158.0,6.0,17.0,67.0,2018.0
God is a woman,dance pop,2018.0,145.0,66.0,60.0,-6.0,24.0,27.0,198.0,2.0,6.0,83.0,2018.0
no tears left to cry,dance pop,2018.0,122.0,71.0,70.0,-6.0,29.0,35.0,206.0,4.0,6.0,82.0,2018.0
Jumanji,afroswing,2018.0,96.0,47.0,79.0,-10.0,10.0,60.0,173.0,28.0,25.0,65.0,2018.0
Answerphone (feat. Yxng Bane),basshall,2018.0,113.0,83.0,67.0,-4.0,45.0,45.0,191.0,4.0,9.0,60.0,2018.0
Eastside (with Halsey & Khalid),electropop,2018.0,89.0,68.0,56.0,-8.0,12.0,32.0,174.0,56.0,32.0,80.0,2018.0
lovely (with Khalid),art pop,2018.0,115.0,30.0,35.0,-10.0,10.0,12.0,200.0,93.0,3.0,91.0,2018.0
Look Alive (feat. Drake),memphis hip hop,2018.0,140.0,58.0,92.0,-7.0,11.0,60.0,181.0,0.0,27.0,78.0,2018.0
Finesse - Remix; feat. Cardi B,dance pop,2017.0,105.0,86.0,70.0,-5.0,2.0,93.0,217.0,2.0,10.0,78.0,2018.0
One Kiss (with Dua Lipa),dance pop,2018.0,124.0,86.0,79.0,-3.0,8.0,59.0,215.0,4.0,11.0,86.0,2018.0
Never Be the Same,dance pop,2018.0,130.0,71.0,64.0,-4.0,14.0,24.0,227.0,18.0,7.0,79.0,2018.0
Be Careful,dance pop,2018.0,152.0,57.0,82.0,-8.0,10.0,54.0,211.0,3.0,41.0,72.0,2018.0
Miss You (with Major Lazer & Tory Lanez),dance pop,2018.0,100.0,64.0,75.0,-5.0,11.0,45.0,186.0,25.0,9.0,61.0,2018.0
How Long,dance pop,2018.0,110.0,56.0,85.0,-5.0,4.0,81.0,201.0,21.0,8.0,77.0,2018.0
Done for Me (feat. Kehlani),dance pop,2018.0,112.0,63.0,86.0,-4.0,7.0,70.0,180.0,19.0,7.0,72.0,2018.0
The Way I Am,dance pop,2018.0,115.0,77.0,76.0,-6.0,6.0,64.0,186.0,31.0,19.0,68.0,2018.0
This Is America,atl hip hop,2018.0,120.0,46.0,85.0,-6.0,35.0,55.0,226.0,12.0,14.0,75.0,2018.0
Tequila,contemporary country,2018.0,86.0,58.0,49.0,-6.0,13.0,49.0,197.0,3.0,3.0,75.0,2018.0
Nevermind,israeli pop,2017.0,100.0,69.0,60.0,-8.0,41.0,8.0,157.0,16.0,20.0,79.0,2018.0
No Brainer,dance pop,2018.0,136.0,76.0,55.0,-5.0,9.0,64.0,260.0,7.0,34.0,71.0,2018.0
God's Plan,canadian hip hop,2018.0,77.0,45.0,75.0,-9.0,55.0,36.0,199.0,3.0,11.0,86.0,2018.0
Nonstop,canadian hip hop,2018.0,155.0,41.0,91.0,-8.0,10.0,42.0,239.0,2.0,12.0,82.0,2018.0
Nice For What,canadian hip hop,2018.0,93.0,91.0,59.0,-6.0,12.0,76.0,211.0,9.0,7.0,81.0,2018.0
In My Feelings,canadian hip hop,2018.0,91.0,63.0,84.0,-6.0,40.0,35.0,218.0,6.0,13.0,80.0,2018.0
I'm Upset,canadian hip hop,2018.0,150.0,59.0,90.0,-8.0,8.0,49.0,214.0,28.0,34.0,73.0,2018.0
IDGAF,dance pop,2017.0,97.0,54.0,84.0,-6.0,8.0,51.0,218.0,4.0,9.0,83.0,2018.0
In My Mind,edm,2018.0,126.0,77.0,69.0,-5.0,12.0,16.0,185.0,18.0,15.0,83.0,2018.0
Trip,dance pop,2018.0,80.0,61.0,48.0,-6.0,11.0,36.0,214.0,23.0,14.0,77.0,2018.0
Boo'd Up,dance pop,2017.0,82.0,78.0,56.0,-5.0,8.0,24.0,256.0,9.0,5.0,73.0,2018.0
River (feat. Ed Sheeran),detroit hip hop,2017.0,90.0,75.0,75.0,-6.0,7.0,66.0,221.0,14.0,52.0,77.0,2018.0
German,afroswing,2018.0,103.0,58.0,86.0,-6.0,19.0,85.0,171.0,81.0,7.0,71.0,2018.0
Let's Fall in Love for the Night,alt z,2018.0,128.0,41.0,74.0,-8.0,17.0,37.0,190.0,80.0,10.0,77.0,2018.0
Simple,contemporary country,2019.0,200.0,88.0,36.0,-4.0,15.0,86.0,185.0,8.0,10.0,75.0,2018.0
Shotgun,folk-pop,2018.0,116.0,74.0,67.0,-5.0,24.0,75.0,201.0,29.0,5.0,81.0,2018.0
we fell in love in october,bedroom pop,2018.0,130.0,37.0,57.0,-13.0,16.0,24.0,184.0,11.0,3.0,88.0,2018.0
"Let Me Go (with Alesso, Florida Georgia Line & watt)",dance pop,2017.0,103.0,71.0,66.0,-4.0,8.0,74.0,175.0,3.0,5.0,81.0,2018.0
Bad At Love,dance pop,2017.0,118.0,75.0,68.0,-4.0,9.0,61.0,181.0,6.0,3.0,77.0,2018.0
The Greatest Show,hollywood,2017.0,158.0,82.0,42.0,-7.0,7.0,40.0,302.0,0.0,11.0,77.0,2018.0
Natural,modern rock,2018.0,100.0,61.0,70.0,-6.0,8.0,22.0,189.0,22.0,4.0,85.0,2018.0
Make Me Feel,afrofuturism,2018.0,115.0,41.0,86.0,-7.0,33.0,70.0,194.0,13.0,18.0,68.0,2018.0
You Make It Easy,contemporary country,2018.0,132.0,57.0,38.0,-5.0,11.0,41.0,197.0,14.0,3.0,74.0,2018.0
"King's Dead (with Kendrick Lamar, Future & James Blake)",conscious hip hop,2018.0,137.0,71.0,65.0,-5.0,13.0,38.0,230.0,0.0,30.0,76.0,2018.0
Rise,dance pop,2018.0,106.0,79.0,69.0,-5.0,20.0,66.0,194.0,33.0,3.0,74.0,2018.0
Lucid Dreams,chicago rap,2018.0,84.0,57.0,51.0,-7.0,34.0,22.0,240.0,35.0,20.0,89.0,2018.0
All The Stars (with SZA),conscious hip hop,2018.0,97.0,63.0,70.0,-5.0,9.0,55.0,232.0,6.0,6.0,85.0,2018.0
Love Lies (with Normani),pop,2018.0,144.0,65.0,71.0,-6.0,13.0,34.0,202.0,10.0,4.0,78.0,2018.0
1950,alt z,2018.0,72.0,54.0,60.0,-7.0,16.0,27.0,225.0,65.0,11.0,77.0,2018.0
I Like Me Better,dance pop,2018.0,92.0,51.0,75.0,-8.0,10.0,42.0,197.0,54.0,25.0,86.0,2018.0
Yes Indeed,atl hip hop,2018.0,120.0,35.0,96.0,-9.0,11.0,56.0,142.0,4.0,53.0,84.0,2018.0
Freaky Friday (feat. Chris Brown),comedy rap,2018.0,133.0,60.0,76.0,-5.0,11.0,76.0,217.0,15.0,22.0,74.0,2018.0
Everyday,conscious hip hop,2018.0,150.0,74.0,67.0,-4.0,8.0,42.0,205.0,4.0,4.0,74.0,2018.0
Body,dance pop,2017.0,122.0,76.0,75.0,-4.0,5.0,58.0,163.0,5.0,4.0,77.0,2018.0
Bad Vibe,afroswing,2018.0,110.0,70.0,81.0,-4.0,10.0,76.0,214.0,18.0,4.0,58.0,2018.0
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",ohio hip hop,2017.0,82.0,72.0,65.0,-5.0,5.0,22.0,203.0,0.0,21.0,77.0,2018.0
Corazón (feat. Nego do Borel),latin,2018.0,198.0,74.0,72.0,-6.0,20.0,75.0,185.0,33.0,25.0,74.0,2018.0
Wait,pop,2018.0,126.0,60.0,66.0,-5.0,11.0,45.0,191.0,10.0,6.0,64.0,2018.0
Happier,brostep,2018.0,100.0,79.0,69.0,-3.0,17.0,67.0,214.0,19.0,5.0,86.0,2018.0
Silence,brostep,2017.0,142.0,76.0,52.0,-3.0,17.0,29.0,181.0,26.0,9.0,84.0,2018.0
FRIENDS,brostep,2018.0,95.0,88.0,63.0,-2.0,13.0,53.0,203.0,21.0,5.0,83.0,2018.0
Spotlight,brostep,2018.0,150.0,82.0,55.0,-4.0,74.0,62.0,178.0,1.0,15.0,76.0,2018.0
Walk It Talk It,atl hip hop,2018.0,146.0,63.0,91.0,-5.0,11.0,40.0,276.0,9.0,18.0,79.0,2018.0
MotorSport,atl hip hop,2018.0,138.0,52.0,90.0,-5.0,33.0,19.0,303.0,3.0,18.0,77.0,2018.0
Stir Fry,atl hip hop,2018.0,182.0,82.0,82.0,-5.0,16.0,51.0,190.0,0.0,27.0,75.0,2018.0
17,dance pop,2017.0,122.0,83.0,70.0,-7.0,7.0,67.0,196.0,0.0,7.0,69.0,2018.0
Let You Down,hip hop,2017.0,148.0,71.0,66.0,-6.0,18.0,46.0,212.0,31.0,12.0,84.0,2018.0
Te Boté - Remix,latin,2018.0,97.0,68.0,90.0,-3.0,6.0,44.0,418.0,54.0,21.0,81.0,2018.0
Ric Flair Drip (with Metro Boomin),atl hip hop,2017.0,100.0,43.0,88.0,-8.0,11.0,33.0,173.0,15.0,21.0,85.0,2018.0
Vaina Loca,latin,2018.0,94.0,81.0,75.0,-4.0,20.0,56.0,176.0,32.0,8.0,77.0,2018.0
Déjala Que Vuelva (feat. Manuel Turizo),colombian pop,2018.0,170.0,79.0,68.0,-4.0,8.0,84.0,220.0,5.0,8.0,76.0,2018.0
rockstar (feat. 21 Savage),dfw rap,2018.0,160.0,52.0,59.0,-6.0,13.0,13.0,218.0,12.0,7.0,87.0,2018.0
Better Now,dfw rap,2018.0,145.0,58.0,68.0,-6.0,14.0,34.0,231.0,33.0,4.0,84.0,2018.0
Psycho (feat. Ty Dolla $ign),dfw rap,2018.0,140.0,56.0,75.0,-8.0,11.0,46.0,221.0,55.0,11.0,82.0,2018.0
Powerglide (feat. Juicy J) - From SR3MM,hip hop,2018.0,174.0,83.0,71.0,-5.0,12.0,58.0,332.0,2.0,15.0,71.0,2018.0
Plug Walk,atl hip hop,2018.0,95.0,52.0,88.0,-7.0,11.0,16.0,175.0,20.0,14.0,77.0,2018.0
Mo Bamba,rap,2018.0,146.0,63.0,73.0,-5.0,25.0,26.0,184.0,19.0,3.0,81.0,2018.0
Strangers,dance pop,2019.0,115.0,72.0,76.0,-6.0,8.0,13.0,234.0,1.0,4.0,64.0,2018.0
Delicate,pop,2017.0,95.0,40.0,75.0,-10.0,9.0,5.0,232.0,22.0,7.0,81.0,2018.0
It's Not Living (If It's Not With You),modern alternative rock,2018.0,121.0,84.0,62.0,-5.0,6.0,53.0,248.0,0.0,3.0,75.0,2018.0
